,User,Category,Label,ResponsTask,TestResQual,TestResQuant,SecSpent,TotSec,LearnType,Level,UserCumSec,difficulty
1183,8,5,kd3a4,-1,-1,-1,89,2592545,4,0,2587777,-1
1184,8,5,kd3a5,-1,-1,-1,67,2592634,4,0,2587844,-1
1185,8,5,kd3c,2,-1,-1,15,2592701,1,0,4818,-1
1186,8,5,kd3c2ue5_1,2,-1,-1,162,2592716,2,0,4980,1
1187,8,5,kd3c2ue6_1,2,-1,-1,385,2592878,2,0,5365,1
1188,8,5,kd3c3ue8_1,1,-1,-1,214,2593263,2,0,5579,2
1189,8,5,kd3c4ue9_1,-1,-1,-1,466,2593477,2,0,6045,2
1190,8,5,kd3c,-1,-1,-1,26,2593943,1,0,6071,-1
1191,8,5,kd3c5ue6_1,-1,-1,-1,50,2593969,2,0,6121,1
1192,8,5,kd3c,-1,-1,-1,12,2594019,1,0,6133,-1
1193,8,5,kd3c5ue6_1,-1,-1,-1,30,2594031,2,0,6163,1
1194,8,5,kd3c,-1,-1,-1,11,2594061,1,0,6174,-1
1195,8,5,kd3c5ue5_1,-1,-1,-1,24,2594072,2,0,6198,1
1196,8,5,kd3c,-1,-1,-1,6,2594096,1,0,6204,-1
1197,8,5,Logout,-1,-1,-1,0,2594102,6,0,2587844,-1
1198,9,5,Startseite,-1,-1,-1,43,77,6,0,43,-1
1199,9,5,Tour,-1,-1,-1,33,120,6,0,76,-1
1200,9,5,Übersicht,-1,-1,-1,19,153,6,0,95,-1
1201,9,0,ks1a,-1,-1,-1,5,172,6,0,100,-1
1202,9,0,ka1a1,-1,-1,-1,66,177,4,0,166,-1
1203,9,0,ks1a1k1_1a,0,-1,-1,170,243,3,0,170,-1
1204,9,0,ks1a1k4_1a,-1,-1,-1,90,413,3,0,260,-1
1205,9,0,ks1a1k3_1a,-1,-1,-1,97,503,3,0,357,-1
1206,9,0,ks1a,-1,-1,-1,6,600,6,0,172,-1
1207,9,0,ka1a1,-1,-1,-1,28,606,4,0,200,-1
1208,9,0,ks1a,-1,-1,-1,28,634,6,0,228,-1
1209,9,0,Übersicht,-1,-1,-1,7,662,6,0,235,-1
1210,9,1,ks2a,-1,-1,-1,11,669,6,0,246,-1
1211,9,1,ks2c,-1,-1,-1,143,680,1,0,500,-1
1212,9,1,ks2a1ue1_10,-1,-1,-1,67,823,2,0,567,2
1213,9,1,ks2c6ue1_1,0,-1,-1,55,890,2,0,622,1
1214,9,1,ks2c6ue1_1,-1,-1,-1,47,945,2,0,669,1
1215,9,1,ks2c,-1,-1,-1,9,992,1,0,678,-1
1216,9,0,ks1a,-1,-1,-1,2,1001,6,0,248,-1
1217,9,0,ka1a1,-1,-1,-1,4,1003,4,0,252,-1
1218,9,0,ks1a,-1,-1,-1,3,1007,6,0,255,-1
1219,9,0,Übersicht,-1,-1,-1,8,1010,6,0,263,-1
1220,9,0,ks1a,-1,-1,-1,2,1018,6,0,265,-1
1221,9,0,ka1a1,-1,-1,-1,176,1020,4,0,441,-1
1222,9,0,ks1a1b1_1a,-1,-1,-1,179,1196,5,0,620,-1
1223,9,0,ka1a1,-1,-1,-1,153,1375,4,0,773,-1
1224,9,0,ks1a1b2_1a,-1,-1,-1,68,1528,5,0,841,-1
1225,9,0,ka1a1,-1,-1,-1,66,1596,4,0,907,-1
1226,9,0,ks1a1b3_1a,-1,-1,-1,178,1662,5,0,1085,-1
1227,9,0,ka1a1,-1,-1,-1,7,1840,4,0,1092,-1
1228,9,0,ks1a1b4_1a,-1,-1,-1,38,1847,5,0,1130,-1
1229,9,0,ka1a1,-1,-1,-1,16,1885,4,0,1146,-1
1230,9,0,ks1a,-1,-1,-1,13,1901,6,0,1159,-1
1231,9,0,ks1c,-1,-1,-1,8,1914,1,0,686,-1
1232,9,0,ks1c1ue3_1,-1,-1,-1,87,1922,2,0,773,0
1233,9,0,ks1c,-1,-1,-1,13,2009,1,0,786,-1
1234,9,0,ks1c1ue9_1,-1,-1,-1,51,2022,2,0,837,1
1235,9,0,ks1c2ue5_1,-1,-1,-1,200,2073,2,0,1037,0
1236,9,0,ks1c,-1,-1,-1,11,2273,1,0,1048,-1
1237,9,0,ks1c2ue13_1,1,-1,-1,143,2284,2,0,1191,1
1238,9,0,ks1c2ue11_1,-1,-1,-1,217,2427,2,0,1408,1
1239,9,0,ks1c,-1,-1,-1,49,2644,1,0,1457,-1
1240,9,0,ks1c4ue1_1,-1,-1,-1,22,2693,2,0,1479,0
1241,9,0,ks1c,-1,-1,-1,8,2715,1,0,1487,-1
1242,9,0,ks1c4ue7_1,-1,-1,-1,28,2723,2,0,1515,1
1243,9,0,ks1c,-1,-1,-1,7,2751,1,0,1522,-1
1244,9,0,ks1c4ue10_1,-1,-1,-1,50,2758,2,0,1572,1
1245,9,0,ks1c,-1,-1,-1,92,2808,1,0,1664,-1
1246,9,0,ks1c5ue8_1,-1,-1,-1,123,2900,2,0,1787,0
1247,9,0,ks1c,-1,-1,-1,35,3023,1,0,1822,-1
1248,9,0,ks1c5ue2_1,-1,-1,-1,46,3058,2,0,1868,1
1249,9,0,ks1c,-1,-1,-1,14,3104,1,0,1882,-1
1250,9,0,ks1c5ue2_1,2,-1,-1,43,3118,2,0,1925,1
1251,9,0,ks1c5ue6_1,-1,-1,-1,94,3161,2,0,2019,2
1252,9,0,ks1c,-1,-1,-1,15,3255,1,0,2034,-1
1253,9,0,ks1c6ue4_1,2,-1,-1,66,3270,2,0,2100,0
1254,9,0,ks1c6ue1_1,-1,-1,-1,65,3336,2,0,2165,1
1255,9,1,ks2c,-1,-1,-1,9,3401,1,0,2174,-1
1256,9,1,ks2c6ue7_1,-1,-1,-1,89,3410,2,0,2263,2
1257,9,1,ks2c6ue7_1,-1,-1,-1,46,3499,2,0,2309,2
1258,9,1,ks2c,-1,-1,-1,9,3545,1,0,2318,-1
1259,9,1,ks2c6ue7_1,-1,-1,-1,192,3554,2,0,2510,2
1260,9,1,Logout,-1,-1,-1,0,3746,6,0,1159,-1
1261,10,1,Startseite,-1,-1,-1,24,41,6,0,24,-1
1262,10,1,Tour,-1,-1,-1,5,65,6,0,29,-1
1263,10,1,Übersicht,-1,-1,-1,46,70,6,0,75,-1
1264,10,0,ks1a,-1,-1,-1,7,116,6,0,82,-1
1265,10,0,ka1a1,-1,-1,-1,81,123,4,0,163,-1
1266,10,0,ks1a1b1_1a,-1,-1,-1,27,204,5,0,190,-1
1267,10,0,ka1a1,-1,-1,-1,24,231,4,0,214,-1
1268,10,0,ks1a1b2_1a,-1,-1,-1,15,255,5,0,229,-1
1269,10,0,ka1a1,-1,-1,-1,20,270,4,0,249,-1
1270,10,0,ks1a1b3_1a,-1,-1,-1,4,290,5,0,253,-1
1271,10,0,ka1a1,-1,-1,-1,9,294,4,0,262,-1
1272,10,0,ks1a1b4_1a,-1,-1,-1,8,303,5,0,270,-1
1273,10,0,ka1a1,-1,-1,-1,15,311,4,0,285,-1
1274,10,0,ks1a1k1_1a,-1,-1,-1,18,326,3,0,18,-1
1275,10,0,ka1a1,-1,-1,-1,13,344,4,0,298,-1
1276,10,0,ks1a1k2_1a,1,-1,-1,75,357,3,0,93,-1
1277,10,0,ks1a1k3_1a,-1,-1,-1,69,432,3,0,162,-1
1278,10,0,ka1a1,-1,-1,-1,10,501,4,0,308,-1
1279,10,0,ks1a2,-1,-1,-1,3,511,4,0,311,-1
1280,10,0,ka1a1,-1,-1,-1,4,514,4,0,315,-1
1281,10,0,ks1c,-1,-1,-1,25,518,1,0,187,-1
1282,10,0,ks1c2ue1_1,-1,-1,-1,17,543,2,0,204,0
1283,10,0,ks1c,-1,-1,-1,26,560,1,0,230,-1
1284,10,0,ks1c1ue3_1,-1,-1,-1,18,586,2,0,248,0
1285,10,0,ks1c,-1,-1,-1,9,604,1,0,257,-1
1286,10,0,ks1c1ue9_1,2,-1,-1,92,613,2,0,349,1
1287,10,0,ks1c2ue3_1,-1,-1,-1,10,705,2,0,359,0
1288,10,0,ks1c,-1,-1,-1,11,715,1,0,370,-1
1289,10,0,ks1c2ue9_1,1,-1,-1,89,726,2,0,459,1
1290,10,0,ks1c4ue9_1,-1,-1,-1,85,815,2,0,544,0
1291,10,0,ks1c,-1,-1,-1,16,900,1,0,560,-1
1292,10,0,ks1c4ue7_1,1,-1,-1,83,916,2,0,643,1
1293,10,0,ks1c5ue8_1,1,-1,-1,35,999,2,0,678,0
1294,10,0,ks1c5ue1_1,-1,-1,-1,44,1034,2,0,722,1
1295,10,0,ks1c5ue1_1,2,-1,-1,56,1078,2,0,778,1
1296,10,0,ks1c5ue6_1,1,-1,-1,93,1134,2,0,871,2
1297,10,0,ks1c6ue4_1,1,-1,-1,85,1227,2,0,956,0
1298,10,0,ks1c6ue8_1,-1,-1,-1,319,1312,2,0,1275,1
1299,10,1,ks2c,-1,-1,-1,10,1631,1,0,1285,-1
1300,10,1,Übersicht,-1,-1,-1,7,1641,6,0,322,-1
1301,10,0,ks1c,-1,-1,-1,20,1648,1,0,1305,-1
1302,10,0,ks1c6ue2_1,1,-1,-1,292,1668,2,0,1597,2
1303,10,0,ks1e,-1,-1,-1,8,1960,6,0,330,-1
1304,10,0,ks1a,-1,-1,-1,5,1968,6,0,335,-1
1305,10,0,ks1a2,-1,-1,-1,10,1973,4,0,345,-1
1306,10,0,ka1a1,-1,-1,-1,3,1983,4,0,348,-1
1307,10,0,ks1a2,-1,-1,-1,18,1986,4,0,366,-1
1308,10,0,ks1a4,2,-1,-1,6,2004,4,0,372,-1
1309,10,0,ks1a5,-1,-1,-1,5,2010,4,0,377,-1
1310,10,0,ks1a4,-1,-1,-1,4,2015,4,0,381,-1
1311,10,0,ks1a2,-1,-1,-1,14,2019,4,0,395,-1
1312,10,0,ks1c,-1,-1,-1,3,2033,1,0,1600,-1
1313,10,0,ks1e,-1,-1,-1,5,2036,6,0,400,-1
1314,10,0,ks1ev1,-1,-1,-1,488,2041,0,0,2088,-1
1315,10,0,Rückmeldungen,-1,1,67,48,2529,0,0,2136,-1
1316,10,0,Rückmeldungen,-1,-1,-1,56,2577,0,0,2192,-1
1317,10,0,Übersicht,-1,-1,-1,10,2633,6,0,410,-1
1318,10,0,ks1e,-1,-1,-1,3,2643,6,0,413,-1
1319,10,0,ks1ev1,-1,-1,-1,456,2646,0,0,2648,-1
1320,10,0,Rückmeldungen,-1,1,67,11,3102,0,0,2659,-1
1321,10,0,Rückmeldungen,-1,-1,-1,31,3113,0,0,2690,-1
1322,10,0,Übersicht,-1,-1,-1,6,3144,6,0,419,-1
1323,10,0,ks1e,-1,-1,-1,5,3150,6,0,424,-1
1324,10,0,ks1ev2,-1,-1,-1,528,3155,0,0,3218,-1
1325,10,0,Rückmeldungen,-1,1,67,10,3683,0,0,3228,-1
1326,10,0,Rückmeldungen,-1,-1,-1,20,3693,0,0,3248,-1
1327,10,0,Übersicht,-1,-1,-1,28,3713,6,0,452,-1
1328,10,0,Logout,-1,-1,-1,2585524,3741,6,0,2585976,-1
1329,10,0,Startseite,-1,-1,-1,26,2589265,6,0,2586002,-1
1330,10,0,Tour,-1,-1,-1,6,2589291,6,0,2586008,-1
1331,10,0,Übersicht,-1,-1,-1,22,2589297,6,0,2586030,-1
1332,10,0,ks1a,-1,-1,-1,4,2589319,6,0,2586034,-1
1333,10,0,ka1a1,-1,-1,-1,4,2589323,4,0,2586038,-1
1334,10,0,ks1a2,-1,-1,-1,8,2589327,4,0,2586046,-1
1335,10,0,ks1a2k1_1a,-1,-1,-1,11,2589335,3,0,3259,-1
1336,10,0,ks1a2,-1,-1,-1,18,2589346,4,0,2586064,-1
1337,10,0,ks1a2k3_1a,-1,-1,-1,16,2589364,3,0,3275,-1
1338,10,0,ks1a2,-1,-1,-1,16,2589380,4,0,2586080,-1
1339,10,0,ks1a2k4_1a,-1,-1,-1,31,2589396,3,0,3306,-1
1340,10,0,ks1a2,-1,-1,-1,4,2589427,4,0,2586084,-1
1341,10,0,ks1c,-1,-1,-1,4,2589431,1,0,3310,-1
1342,10,0,Übersicht,-1,-1,-1,5,2589435,6,0,2586089,-1
1343,10,1,ks2a,-1,-1,-1,3,2589440,6,0,2586092,-1
1344,10,1,ks2a1,-1,-1,-1,27,2589443,4,0,2586119,-1
1345,10,1,ks2a1b1_1a,-1,-1,-1,20,2589470,5,0,2586139,-1
1346,10,1,ks2a1,-1,-1,-1,11,2589490,4,0,2586150,-1
1347,10,1,ks2a1b2_1a,-1,-1,-1,7,2589501,5,0,2586157,-1
1348,10,1,ks2a1,-1,-1,-1,16,2589508,4,0,2586173,-1
1349,10,1,ks2a1b3_1a,-1,-1,-1,7,2589524,5,0,2586180,-1
1350,10,1,ks2a1,-1,-1,-1,8,2589531,4,0,2586188,-1
1351,10,1,ks2a1b4_1a,-1,-1,-1,11,2589539,5,0,2586199,-1
1352,10,1,ks2a1,-1,-1,-1,10,2589550,4,0,2586209,-1
1353,10,1,ks2a1k1_1a,-1,-1,-1,10,2589560,3,0,3320,-1
1354,10,1,ks2a1,-1,-1,-1,14,2589570,4,0,2586223,-1
1355,10,1,ks2a1k2_1a,-1,-1,-1,25,2589584,3,0,3345,-1
1356,10,1,ks2a1,-1,-1,-1,23,2589609,4,0,2586246,-1
1357,10,1,ks2a1k4_1a,-1,-1,-1,11,2589632,3,0,3356,-1
1358,10,1,ks2a1,-1,-1,-1,7,2589643,4,0,2586253,-1
1359,10,1,ks2a2,-1,-1,-1,16,2589650,4,0,2586269,-1
1360,10,1,ks2a2b1_1a,-1,-1,-1,9,2589666,5,0,2586278,-1
1361,10,1,ks2a2,-1,-1,-1,10,2589675,4,0,2586288,-1
1362,10,1,ks2a2b2_1a,-1,-1,-1,3,2589685,5,0,2586291,-1
1363,10,1,ks2a2,-1,-1,-1,14,2589688,4,0,2586305,-1
1364,10,1,ks2a2b3_1a,-1,-1,-1,14,2589702,5,0,2586319,-1
1365,10,1,ks2a2,-1,-1,-1,10,2589716,4,0,2586329,-1
1366,10,1,ks2a2b4_1a,-1,-1,-1,9,2589726,5,0,2586338,-1
1367,10,1,ks2a2,-1,-1,-1,13,2589735,4,0,2586351,-1
1368,10,1,ks2a2k1_1a,-1,-1,-1,44,2589748,3,0,3400,-1
1369,10,1,ks2a2,-1,-1,-1,12,2589792,4,0,2586363,-1
1370,10,1,ks2a2k3_1a,1,-1,-1,44,2589804,3,0,3444,-1
1371,10,1,ks2a2k4_1a,-1,-1,-1,57,2589848,3,0,3501,-1
1372,10,1,ks2a2,-1,-1,-1,10,2589905,4,0,2586373,-1
1373,10,1,ks2a3,-1,-1,-1,13,2589915,4,0,2586386,-1
1374,10,1,ks2a3b1_1a,-1,-1,-1,10,2589928,5,0,2586396,-1
1375,10,1,ks2a3,-1,-1,-1,5,2589938,4,0,2586401,-1
1376,10,1,ks2a3b2_1a,-1,-1,-1,8,2589943,5,0,2586409,-1
1377,10,1,ks2a3,-1,-1,-1,5,2589951,4,0,2586414,-1
1378,10,1,ks2a3b1_1a,-1,-1,-1,3,2589956,5,0,2586417,-1
1379,10,1,ks2a3,-1,-1,-1,6,2589959,4,0,2586423,-1
1380,10,1,ks2a3b3_1a,-1,-1,-1,30,2589965,5,0,2586453,-1
1381,10,1,ks2a3,-1,-1,-1,22,2589995,4,0,2586475,-1
1382,10,1,ks2a3k1_1a,1,-1,-1,138,2590017,3,0,3639,-1
1383,10,1,ks2a3k3_1a,-1,-1,-1,19,2590155,3,0,3658,-1
1384,10,1,ks2a3,-1,-1,-1,17,2590174,4,0,2586492,-1
1385,10,1,ks2a3k4_1a,-1,-1,-1,16,2590191,3,0,3674,-1
1386,10,1,ks2a3,-1,-1,-1,4,2590207,4,0,2586496,-1
1387,10,1,ks2a4,-1,-1,-1,6,2590211,4,0,2586502,-1
1388,10,1,ks2a5,-1,-1,-1,4,2590217,4,0,2586506,-1
1389,10,1,ks2a4,-1,-1,-1,165,2590221,4,0,2586671,-1
1390,10,1,ks2a4b1_1a,-1,-1,-1,26,2590386,5,0,2586697,-1
1391,10,1,ks2a4,-1,-1,-1,68,2590412,4,0,2586765,-1
1392,10,1,ks2a4b2_1a,-1,-1,-1,5,2590480,5,0,2586770,-1
1393,10,1,ks2a4,-1,-1,-1,94,2590485,4,0,2586864,-1
1394,10,1,ks2a4b3_1a,-1,-1,-1,5,2590579,5,0,2586869,-1
1395,10,1,ks2a4,-1,-1,-1,34,2590584,4,0,2586903,-1
1396,10,1,ks2a4k1_1a,-1,-1,-1,10,2590618,3,0,3684,-1
1397,10,1,ks2a4,-1,-1,-1,18,2590628,4,0,2586921,-1
1398,10,1,ks2a4k2_1a,-1,-1,-1,22,2590646,3,0,3706,-1
1399,10,1,ks2a4,-1,-1,-1,15,2590668,4,0,2586936,-1
1400,10,1,ks2a4k3_1a,-1,-1,-1,17,2590683,3,0,3723,-1
1401,10,1,ks2a4,-1,-1,-1,13,2590700,4,0,2586949,-1
1402,10,1,ks2a4k4_1a,-1,-1,-1,26,2590713,3,0,3749,-1
1403,10,1,ks2a4,-1,-1,-1,3,2590739,4,0,2586952,-1
1404,10,1,ks2a5,-1,-1,-1,29,2590742,4,0,2586981,-1
1405,10,1,ks2a5b2_1a,-1,-1,-1,6,2590771,5,0,2586987,-1
1406,10,1,ks2a5,-1,-1,-1,41,2590777,4,0,2587028,-1
1407,10,1,ks2a5b4_1a,-1,-1,-1,5,2590818,5,0,2587033,-1
1408,10,1,ks2a5,-1,-1,-1,26,2590823,4,0,2587059,-1
1409,10,1,ks2a5k2_1a,-1,-1,-1,18,2590849,3,0,3767,-1
1410,10,1,ks2a5,-1,-1,-1,28,2590867,4,0,2587087,-1
1411,10,1,ks2a5k4_1a,-1,-1,-1,10,2590895,3,0,3777,-1
1412,10,1,ks2a5,-1,-1,-1,3,2590905,4,0,2587090,-1
1413,10,1,ks2c,-1,-1,-1,15,2590908,1,0,3792,-1
1414,10,1,ks2c6ue1_1,-1,-1,-1,41,2590923,2,0,3833,1
1415,10,1,ks2c,-1,-1,-1,10,2590964,1,0,3843,-1
1416,10,1,ks2c6ue2_1,-1,-1,-1,45,2590974,2,0,3888,1
1417,10,1,ks2c,-1,-1,-1,33,2591019,1,0,3921,-1
1418,10,1,ks2c6ue9_1,-1,-1,-1,6,2591052,2,0,3927,1
1419,10,1,ks2c,-1,-1,-1,26,2591058,1,0,3953,-1
1420,10,1,ks2c6ue6_1,-1,-1,-1,18,2591084,2,0,3971,1
1421,10,1,ks2c,-1,-1,-1,8,2591102,1,0,3979,-1
1422,10,1,ks2c6ue7_1,0,-1,-1,114,2591110,2,0,4093,2
1423,10,1,ks2c6ue7_1,-1,-1,-1,28,2591224,2,0,4121,2
1424,10,1,ks2c6ue8_1,0,-1,-1,48,2591252,2,0,4169,2
1425,10,1,ks2e,-1,-1,-1,4,2591300,6,0,2587094,-1
1426,10,1,ks2ev1,-1,-1,-1,818,2591304,0,0,4987,-1
1427,10,1,Rückmeldungen,-1,1,64,10,2592122,0,0,4997,-1
1428,10,1,Rückmeldungen,-1,-1,-1,28,2592132,0,0,5025,-1
1429,10,1,Übersicht,-1,-1,-1,8,2592160,6,0,2587102,-1
1430,10,2,ks3a,-1,-1,-1,7,2592168,6,0,2587109,-1
1431,10,2,bs3a1,-1,-1,-1,54,2592175,4,0,2587163,-1
1432,10,2,ks3a1b1_1a,-1,-1,-1,4,2592229,5,0,2587167,-1
1433,10,2,bs3a1,-1,-1,-1,8,2592233,4,0,2587175,-1
1434,10,2,ks3a1b2_1a,-1,-1,-1,5,2592241,5,0,2587180,-1
1435,10,2,bs3a1,-1,-1,-1,5,2592246,4,0,2587185,-1
1436,10,2,ks3a1b3_1a,-1,-1,-1,9,2592251,5,0,2587194,-1
1437,10,2,bs3a1,-1,-1,-1,11,2592260,4,0,2587205,-1
1438,10,2,ks3a1b4_1a,-1,-1,-1,7,2592271,5,0,2587212,-1
1439,10,2,bs3a1,-1,-1,-1,21,2592278,4,0,2587233,-1
1440,10,2,ks3a1k1_1a,-1,-1,-1,10,2592299,3,0,5035,-1
1441,10,2,bs3a1,-1,-1,-1,14,2592309,4,0,2587247,-1
1442,10,2,ks3a1k2_1a,-1,-1,-1,9,2592323,3,0,5044,-1
1443,10,2,bs3a1,-1,-1,-1,12,2592332,4,0,2587259,-1
1444,10,2,ks3a1k3_1a,-1,-1,-1,16,2592344,3,0,5060,-1
1445,10,2,bs3a1,-1,-1,-1,7,2592360,4,0,2587266,-1
1446,10,2,ks3a1k4_1a,-1,-1,-1,28,2592367,3,0,5088,-1
1447,10,2,bs3a1,-1,-1,-1,3,2592395,4,0,2587269,-1
1448,10,2,ks3a7,-1,-1,-1,61,2592398,4,0,2587330,-1
1449,10,2,ks3c,-1,-1,-1,4,2592459,1,0,5092,-1
1450,10,2,Übersicht,-1,-1,-1,4,2592463,6,0,2587334,-1
1451,10,0,ks1e,-1,-1,-1,2,2592467,6,0,2587336,-1
1452,10,0,ks1ev1,-1,-1,-1,451,2592469,0,0,5543,-1
1453,10,0,Rückmeldungen,-1,1,50,10,2592920,0,0,5553,-1
1454,10,0,Rückmeldungen,-1,-1,-1,11,2592930,0,0,5564,-1
1455,10,0,Übersicht,-1,-1,-1,6,2592941,6,0,2587342,-1
1456,10,2,ks3a,-1,-1,-1,4,2592947,6,0,2587346,-1
1457,10,2,ks3a7,-1,-1,-1,84,2592951,4,0,2587430,-1
1458,10,2,ks3a2b1_1a,-1,-1,-1,9,2593035,5,0,2587439,-1
1459,10,2,ks3a3,-1,-1,-1,8,2593044,4,0,2587447,-1
1460,10,2,ks3a2b2_1a,-1,-1,-1,22,2593052,5,0,2587469,-1
1461,10,2,ks3a3,-1,-1,-1,12,2593074,4,0,2587481,-1
1462,10,2,ks3a2b3_1a,-1,-1,-1,14,2593086,5,0,2587495,-1
1463,10,2,ks3a3,-1,-1,-1,19,2593100,4,0,2587514,-1
1464,10,2,ks3a2b4_1a,-1,-1,-1,11,2593119,5,0,2587525,-1
1465,10,2,ks3a3,-1,-1,-1,9,2593130,4,0,2587534,-1
1466,10,2,ks3a2k1_1a,-1,-1,-1,26,2593139,3,0,5590,-1
1467,10,2,ks3a3,-1,-1,-1,19,2593165,4,0,2587553,-1
1468,10,2,bs3a1,-1,-1,-1,9,2593184,4,0,2587562,-1
1469,10,2,ks3a7,-1,-1,-1,29,2593193,4,0,2587591,-1
1470,10,2,ks3a2k3_1a,1,-1,-1,96,2593222,3,0,5686,-1
1471,10,2,ks3a2k4_1a,-1,-1,-1,97,2593318,3,0,5783,-1
1472,10,2,ks3a2k4_1a,-1,-1,-1,48,2593415,3,0,5831,-1
1473,10,2,ks3a3,-1,-1,-1,3,2593463,4,0,2587594,-1
1474,10,2,ks3a3a,-1,-1,-1,24,2593466,3,0,5855,-1
1475,10,2,ks3a4,-1,-1,-1,27,2593490,4,0,2587621,-1
1476,10,2,ks3a4b1_1a,-1,-1,-1,3,2593517,5,0,2587624,-1
1477,10,2,ks3a4,-1,-1,-1,27,2593520,4,0,2587651,-1
1478,10,2,ks3a4b2_1a,-1,-1,-1,3,2593547,5,0,2587654,-1
1479,10,2,ks3a4,-1,-1,-1,5,2593550,4,0,2587659,-1
1480,10,2,ks3a4b3_1a,-1,-1,-1,15,2593555,5,0,2587674,-1
1481,10,2,ks3a4,-1,-1,-1,8,2593570,4,0,2587682,-1
1482,10,2,ks3a4b4_1a,-1,-1,-1,18,2593578,5,0,2587700,-1
1483,10,2,ks3a4,-1,-1,-1,6,2593596,4,0,2587706,-1
1484,10,2,ks3a4k1_1a,-1,-1,-1,83,2593602,3,0,5938,-1
1485,10,2,ks3a4,-1,-1,-1,6,2593685,4,0,2587712,-1
1486,10,2,ks3a4k2_1a,-1,-1,-1,64,2593691,3,0,6002,-1
1487,10,2,ks3a4k2_1a,-1,-1,-1,5,2593755,3,0,6007,-1
1488,10,2,ks3a4,-1,-1,-1,8,2593760,4,0,2587720,-1
1489,10,2,ks3a4k2_1a,-1,-1,-1,72,2593768,3,0,6079,-1
1490,10,2,ks3a4,-1,-1,-1,11,2593840,4,0,2587731,-1
1491,10,2,ks3a4k3_1a,-1,-1,-1,50,2593851,3,0,6129,-1
1492,10,2,ks3a4,-1,-1,-1,9,2593901,4,0,2587740,-1
1493,10,2,ks3a4k4_1a,-1,-1,-1,75,2593910,3,0,6204,-1
1494,10,2,ks3a4,-1,-1,-1,4,2593985,4,0,2587744,-1
1495,10,2,ks3c,-1,-1,-1,15,2593989,1,0,6219,-1
1496,10,2,ks3c4ue1_1,2,-1,-1,73,2594004,2,0,6292,0
1497,10,2,ks3c4ue2_1,-1,-1,-1,80,2594077,2,0,6372,0
1498,10,2,ks3c,-1,-1,-1,8,2594157,1,0,6380,-1
1499,10,2,Übersicht,-1,-1,-1,3,2594165,6,0,2587747,-1
1500,10,2,Logout,-1,-1,-1,2709078,2594168,6,0,5296825,-1
1501,10,2,Startseite,-1,-1,-1,16,5303246,6,0,5296841,-1
1502,10,2,Tour,-1,-1,-1,8,5303262,6,0,5296849,-1
1503,10,2,Übersicht,-1,-1,-1,11,5303270,6,0,5296860,-1
1504,10,2,Übersicht,-1,-1,-1,19,5303281,6,0,5296879,-1
1505,10,2,Notizen,-1,-1,-1,4,5303300,6,0,5296883,-1
1506,10,2,Übersicht,-1,-1,-1,6,5303304,6,0,5296889,-1
1507,10,0,ks1a,-1,-1,-1,9,5303310,6,0,5296898,-1
1508,10,0,ka1a1,-1,-1,-1,13,5303319,4,0,5296911,-1
1509,10,0,ks1a2,-1,-1,-1,3,5303332,4,0,5296914,-1
1510,10,0,ks1a4,-1,-1,-1,4,5303335,4,0,5296918,-1
1511,10,0,ks1a5,-1,-1,-1,6,5303339,4,0,5296924,-1
1512,10,0,ks1a,-1,-1,-1,3,5303345,6,0,5296927,-1
1513,10,0,ks1c,-1,-1,-1,7,5303348,1,0,6387,-1
1514,10,0,ks1c6ue6_1,-1,-1,-1,7,5303355,2,0,6394,1
1515,10,1,ks2c,-1,-1,-1,5,5303362,1,0,6399,-1
1516,10,1,Übersicht,-1,-1,-1,0,5303367,6,0,5296927,-1
1517,11,1,Startseite,-1,-1,-1,32,70,6,0,32,-1
1518,11,1,Tour,-1,-1,-1,4,102,6,0,36,-1
1519,11,1,Übersicht,-1,-1,-1,13,106,6,0,49,-1
1520,11,0,ks1a,-1,-1,-1,46,119,6,0,95,-1
1521,11,0,ka1a1,-1,-1,-1,50,165,4,0,145,-1
1522,11,0,ks1a1b1_1a,-1,-1,-1,40,215,5,0,185,-1
1523,11,0,ka1a1,-1,-1,-1,36,255,4,0,221,-1
1524,11,0,ks1a1b4_1a,-1,-1,-1,18,291,5,0,239,-1
1525,11,0,ka1a1,-1,-1,-1,6,309,4,0,245,-1
1526,11,0,ks1a2,-1,-1,-1,69,315,4,0,314,-1
1527,11,0,ks1a2b1_1a,-1,-1,-1,26,384,5,0,340,-1
1528,11,0,ks1a2,-1,-1,-1,39,410,4,0,379,-1
1529,11,0,ks1a4,-1,-1,-1,57,449,4,0,436,-1
1530,11,0,ks1a4b1_1a,-1,-1,-1,9,506,5,0,445,-1
1531,11,0,ks1a4,-1,-1,-1,19,515,4,0,464,-1
1532,11,0,ks1a4b3_1a,-1,-1,-1,5,534,5,0,469,-1
1533,11,0,ks1a4,-1,-1,-1,17,539,4,0,486,-1
1534,11,0,ks1a4b4_1a,-1,-1,-1,10,556,5,0,496,-1
1535,11,0,ks1a4,-1,-1,-1,14,566,4,0,510,-1
1536,11,0,ks1a4k1_1a,-1,-1,-1,205,580,3,0,205,-1
1537,11,0,ks1a4,-1,-1,-1,4,785,4,0,514,-1
1538,11,0,ks1c,-1,-1,-1,6,789,1,0,211,-1
1539,11,0,ks1a5,-1,-1,-1,127,795,4,0,641,-1
1540,11,0,ks1a5k1_1a,-1,-1,-1,74,922,3,0,285,-1
