Date/Time,Page,Kennziffer,Aktivität,Ort,User,Code,Referrer,Link,Benutzernamen.Column2,Status,Abfrage,Eingabe 1,Eingabe 2,Eingabe 3,Eingabe 4,Eingabe 5,Eingabe 6,Eingabe 7,Eingabe 8,Eingabe 9,Eingabe 10,Task,ResponsTask,Aufgabenniveau,Test,Testergebnis 1,Testergebnis 2
04/10/2021 12:09:27,KD2a4: Zentripetalkraft,KD2a4, Zentripetalkraft,kd2a4-zentripetalkraft,LBenutzer HE1021-906,HE1021-906,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a4-zentripetalkraft/,BA05BR,,,,,,,,,,,,,,,,,,
04/10/2021 12:09:28,KS1c4Ãœ7_1: Kraft und Masse,KS1c4U7_1, Kraft und Masse,ks1c4ue7_1-kraft-und-masse,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c4ue7_1-kraft-und-masse/,SA20AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:09:31,"KS1a1K4_1A: Situation konstruieren, Kraft wird ausgeÃ¼bt kann aber nicht identifiziert werden",KS1a1K4_1A," Situation konstruieren, Kraft wird ausgeÃ¼bt kann aber nicht identifiziert werden",ks1a1k4_1a-situation-konstruieren-kraft-wird-ausgeuebt-kann-aber-nicht-identifiziert-werden,LBenutzer HE1021-902,HE1021-902,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k4_1a-situation-konstruieren-kraft-wird-ausgeuebt-kann-aber-nicht-identifiziert-werden/,HÄ09MO,,,,,,,,,,,,,,,,,,
04/10/2021 12:09:34,KS1a5K1_1A: Kraft einzeichnen,KS1a5K1_1A, Kraft einzeichnen,ks1a5k1_1a-kraft-einzeichnen,LBenutzer HE1021-912,HE1021-912,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,BR26AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:09:38,KS1a1K2_1A: Verformung und BewegungsÃ¤nderung,KS1a1K2_1A, Verformung und BewegungsÃ¤nderung,ks1a1k2_1a-verformung-und-bewegungsaenderung,LBenutzer HE1021-914,HE1021-914,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k2_1a-verformung-und-bewegungsaenderung/,RE15AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:09:49,KS1a2: Kraft als Vektor,KS1a2, Kraft als Vektor,ks1a2-kraft-als-vektor,LBenutzer HE1021-907,HE1021-907,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b3_1a-vektor-zu-einer-kraft-zuordnen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,GI11SI,,,,,,,,,,,,,,,,,,
04/10/2021 12:09:54,KS1a2: Kraft als Vektor,KS1a2, Kraft als Vektor,ks1a2-kraft-als-vektor,LBenutzer HE1021-908,HE1021-908,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b1_1a-kraft-als-vektor-einzeichnen-1d/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,AS20UR,,,,,,,,,,,,,,,,,,
04/10/2021 12:09:57,KS2c6Ãœ1_1: KrÃ¤ftegleichgewicht von Kraft und Gegenkraft,KS2c6U1_1, KrÃ¤ftegleichgewicht von Kraft und Gegenkraft,ks2c6ue1_1-kraeftegleichgewicht-von-kraft-und-gegenkraft,LBenutzer HE1021-910,HE1021-910,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2c6ue1_1-kraeftegleichgewicht-von-kraft-und-gegenkraft/,GI13SA,,,,,,,,,,,,,,,,,,
04/10/2021 12:09:59,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-907,HE1021-907,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,GI11SI,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:04,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-907,HE1021-907,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,GI11SI,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:05,KS1a2B2_1A: Kraft als Vektor einzeichnen 2D,KS1a2B2_1A, Kraft als Vektor einzeichnen 2D,ks1a2b2_1a-kraft-als-vektor-einzeichnen-2d,LBenutzer HE1021-908,HE1021-908,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b2_1a-kraft-als-vektor-einzeichnen-2d/,AS20UR,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:09,Startseite,Startseite,,startseite,LBenutzer HE1021-914,HE1021-914,https://lenvi.l3hrit.de/,https://lenvi.l3hrit.de/,RE15AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:10,Kraft,Kraft,,kraft-2,LBenutzer HE1021-907,HE1021-907,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,GI11SI,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:19,KS1c6Ãœ5_1: Gegenkraft vektoriell aufstellen und mit Kraft einzeichnen,KS1c6U5_1, Gegenkraft vektoriell aufstellen und mit Kraft einzeichnen,ks1c6ue5_1-gegenkraft-vektoriell-aufstellen-und-mit-kraft-einzeichnen,LBenutzer HE1021-905,HE1021-905,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c6ue5_1-gegenkraft-vektoriell-aufstellen-und-mit-kraft-einzeichnen/,BÜ26LI,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:21,Kraft,Kraft,,kraft-2,LBenutzer HE1021-900,HE1021-900,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,OF29VL,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:25,KS3a: Erarbeiten des Grundwissens,KS3a, Erarbeiten des Grundwissens,ks3a-erarbeiten-des-grundwissens,LBenutzer HE1021-907,HE1021-907,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,GI11SI,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:27,EinfÃ¼hrungs-Tour,Einfuhrung,,einfuehrungs-tour,LBenutzer HE1021-914,HE1021-914,https://lenvi.l3hrit.de/,https://lenvi.l3hrit.de/einfuehrungs-tour/,RE15AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:30,Kraft,Kraft,,kraft-2,LBenutzer HE1021-914,HE1021-914,https://lenvi.l3hrit.de/einfuehrungs-tour/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,RE15AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:33,KS3a7: Zerlegung der Gewichtskraft,KS3a7, Zerlegung der Gewichtskraft,ks3a7-zerlegung-der-gewichtskraft,LBenutzer HE1021-907,HE1021-907,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a7-zerlegung-der-gewichtskraft/,GI11SI,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:35,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-914,HE1021-914,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,RE15AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:36,KS1a4B1_1A: Ãœber TrÃ¤gheit auf Masse schlieÃŸen,KS1a4B1_1A, Ãœber TrÃ¤gheit auf Masse schlieÃŸen,ks1a4b1_1a-ueber-traegheit-auf-masse-schliessen,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/ks1a4b1_1a-ueber-traegheit-auf-masse-schliessen/,MA05HE,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:39,KS1a2: Kraft als Vektor,KS1a2, Kraft als Vektor,ks1a2-kraft-als-vektor,LBenutzer HE1021-902,HE1021-902,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,HÄ09MO,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:40,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-900,HE1021-900,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,OF29VL,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:40,KD2a1B1_1A: Drehmoment Ã¼ber Hebelarm berechnen,KD2a1B1_1A, Drehmoment Ã¼ber Hebelarm berechnen,kd2a1b1_1a-drehmoment-ueber-hebelarm-berechnen,LBenutzer HE1021-904,HE1021-904,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a1-drehmoment/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a1-drehmoment/kd2a1b1_1a-drehmoment-ueber-hebelarm-berechnen/,MA05HE,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:40,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-914,HE1021-914,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,RE15AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:41,KS1a4: Masse,KS1a4, Masse,ks1a4-masse,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/ks1a4b1_1a-ueber-traegheit-auf-masse-schliessen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,MA05HE,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:42,KS1a2: Kraft als Vektor,KS1a2, Kraft als Vektor,ks1a2-kraft-als-vektor,LBenutzer HE1021-908,HE1021-908,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b2_1a-kraft-als-vektor-einzeichnen-2d/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,AS20UR,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:44,KS2c: Ãœben des Grundwissens,KS2c, Ãœben des Grundwissens,ks2c-ueben-des-grundwissens,LBenutzer HE1021-910,HE1021-910,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2c6ue1_1-kraeftegleichgewicht-von-kraft-und-gegenkraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,GI13SA,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:45,KS1a4: Masse,KS1a4, Masse,ks1a4-masse,LBenutzer HE1021-900,HE1021-900,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,OF29VL,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:47,KS1a1K1_1A: Keine Aussage Ã¼ber Kraft,KS1a1K1_1A, Keine Aussage Ã¼ber Kraft,ks1a1k1_1a-keine-aussage-ueber-kraft,LBenutzer HE1021-914,HE1021-914,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k1_1a-keine-aussage-ueber-kraft/,RE15AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:48,KS1a5: Kraft und Gegenkraft,KS1a5, Kraft und Gegenkraft,ks1a5-kraft-und-gegenkraft,LBenutzer HE1021-912,HE1021-912,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,BR26AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:50,KS1a2B3_1A: Vektor zu einer Kraft zuordnen,KS1a2B3_1A, Vektor zu einer Kraft zuordnen,ks1a2b3_1a-vektor-zu-einer-kraft-zuordnen,LBenutzer HE1021-908,HE1021-908,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b3_1a-vektor-zu-einer-kraft-zuordnen/,AS20UR,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:51,KS1c5Ãœ8_1: Gegenkraft vektoriell angeben,KS1c5U8_1, Gegenkraft vektoriell angeben,ks1c5ue8_1-gegenkraft-vektoriell-angeben,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c5ue8_1-gegenkraft-vektoriell-angeben/,SA20AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:53,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-910,HE1021-910,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,GI13SA,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:55,KD2a1: Drehmoment,KD2a1, Drehmoment,kd2a1-drehmoment,LBenutzer HE1021-904,HE1021-904,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a1-drehmoment/kd2a1b1_1a-drehmoment-ueber-hebelarm-berechnen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a1-drehmoment/,MA05HE,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:55,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-910,HE1021-910,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,GI13SA,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:57,KS1c4Ãœ7_1: Kraft und Masse,KS1c4U7_1, Kraft und Masse,ks1c4ue7_1-kraft-und-masse,LBenutzer HE1021-909,HE1021-909,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c4ue7_1-kraft-und-masse/,LI27AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:10:59,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-910,HE1021-910,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,GI13SA,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:02,KS1a4B3_1A: Wirkung gleicher Kraft auf unterschiedliche Massen,KS1a4B3_1A, Wirkung gleicher Kraft auf unterschiedliche Massen,ks1a4b3_1a-wirkung-gleicher-kraft-auf-unterschiedliche-massen,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/ks1a4b3_1a-wirkung-gleicher-kraft-auf-unterschiedliche-massen/,MA05HE,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:02,Kraft,Kraft,,kraft-2,LBenutzer HE1021-910,HE1021-910,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,GI13SA,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:07,KS1a4: Masse,KS1a4, Masse,ks1a4-masse,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/ks1a4b3_1a-wirkung-gleicher-kraft-auf-unterschiedliche-massen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,MA05HE,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:07,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-914,HE1021-914,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k1_1a-keine-aussage-ueber-kraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,RE15AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:10,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-910,HE1021-910,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,GI13SA,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:12,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-910,HE1021-910,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,GI13SA,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:12,KS1a2: Kraft als Vektor,KS1a2, Kraft als Vektor,ks1a2-kraft-als-vektor,LBenutzer HE1021-913,HE1021-913,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2k1_1a-betraege-von-vektorpfeilen-vergleichen-anhand-von-zeichnungen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,DA10GH,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:13,KS1a1K2_1A: Verformung und BewegungsÃ¤nderung,KS1a1K2_1A, Verformung und BewegungsÃ¤nderung,ks1a1k2_1a-verformung-und-bewegungsaenderung,LBenutzer HE1021-914,HE1021-914,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k2_1a-verformung-und-bewegungsaenderung/,RE15AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:19,"KD2a1B2_1A: Drehmoment einzeichnen, Kraft gegeben",KD2a1B2_1A," Drehmoment einzeichnen, Kraft gegeben",kd2a1b2_1a-drehmoment-einzeichnen-kraft-gegeben,LBenutzer HE1021-904,HE1021-904,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a1-drehmoment/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a1-drehmoment/kd2a1b2_1a-drehmoment-einzeichnen-kraft-gegeben/,MA05HE,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:21,KS1a4B4_1A: Ãœber Masse TrÃ¤gheit und damit BewegungsÃ¤nderung vorhersagen,KS1a4B4_1A, Ãœber Masse TrÃ¤gheit und damit BewegungsÃ¤nderung vorhersagen,ks1a4b4_1a-ueber-masse-traegheit-und-damit-bewegungsaenderung-vorhersagen,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/ks1a4b4_1a-ueber-masse-traegheit-und-damit-bewegungsaenderung-vorhersagen/,MA05HE,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:24,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-912,HE1021-912,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,BR26AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:26,KS1c5Ãœ1_1: Gegenkraft darstellen,KS1c5U1_1, Gegenkraft darstellen,ks1c5ue1_1-gegenkraft-darstellen,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c5ue1_1-gegenkraft-darstellen/,SA20AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:27,KS1a4: Masse,KS1a4, Masse,ks1a4-masse,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/ks1a4b4_1a-ueber-masse-traegheit-und-damit-bewegungsaenderung-vorhersagen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,MA05HE,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:27,KS1a2K2_1A: Kraft ausgehend von Vektorpfeilen aufstellen,KS1a2K2_1A, Kraft ausgehend von Vektorpfeilen aufstellen,ks1a2k2_1a-kraft-ausgehend-von-vektorpfeilen-aufstellen,LBenutzer HE1021-913,HE1021-913,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2k2_1a-kraft-ausgehend-von-vektorpfeilen-aufstellen/,DA10GH,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:30,KS1c: Ãœben des Grundwissens,KS1c, Ãœben des Grundwissens,ks1c-ueben-des-grundwissens,LBenutzer HE1021-912,HE1021-912,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,BR26AN,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:38,KD2a4B1_1A: Zentripetalkraft berechnen,KD2a4B1_1A, Zentripetalkraft berechnen,kd2a4b1_1a-zentripetalkraft-berechnen,LBenutzer HE1021-906,HE1021-906,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a4-zentripetalkraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a4-zentripetalkraft/kd2a4b1_1a-zentripetalkraft-berechnen/,BA05BR,,,,,,,,,,,,,,,,,,
04/10/2021 12:11:38,KS1a2: Kraft als Vektor,KS1a2, Kraft als Vektor,ks1a2-kraft-als-vektor,LBenutzer HE1021-908,HE1021-908,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b3_1a-vektor-zu-einer-kraft-zuordnen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,AS20UR,,,,,,,,,,,,,,,,,,
